aktywny,nazwa ,kategoria,cenaBrutto,mark,ilosc,podsumowanie,opis,meta_tytul,adres_Zdjecia_url,tekst_alternatywny_dla_zdjec 
1,"Alkomat, KARDIO-TEST AlcoSafe S4 Black",Sprzęt medyczny;alkomaty,198.89,HI TECH,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Alkomat, KARDIO-TEST AlcoSafe S4 Black - opis produktu</h2>

			
		<div>
			Wysokiej jakości alkomat AlcoSafe S4 Black jest wysokiej jakości klasy urządzeniem służącym do kontroli zawartości alkoholu w wydychanym powietrzu. Charakteryzuje się prostym, intuicyjnym sposobem obsługi, wysoką dokładnością i powtarzalnością wyników dla całego zakresu pomiarowego. Zaletą urządzenia jest możliwości zdefiniowanie przez użytkownika: jednostek pomiarowych (promile, %BAC, mg/l, g/l), ustawienia rozdzielczości wskazań (do trzech miejsc po przecinku), progu alarmowego oraz wyłączenia sygnalizacji dźwiękowej. Zapamiętuje 64 ostatnich wyników oraz całkowitą liczbę wykonanych pomiarów. Ma małe wymiary i wagę. Polecany jest dla użytkowników indywidualnych oraz do intensywnej kontroli trzeźwości pracowników.</div>
		<div>
			 </div>
		<div>
			<strong>Specyfikacja produktu:</strong></div>
		<div>
			- wyświetlacz: 4 cyfrowy LCD, podświetlany,</div>
		<div>
			- zakres pomiarowy: 0,00-4,00 promila,</div>
		<div>
			- jednostki pomiarowe: promile, %BAC, mg/l, g/l,</div>
		<div>
			- rozdzielczość wskazań: 0,001 promila,</div>
		<div>
			- pamięć 64 ostatnich pomiarów,</div>
		<div>
			- czas przygotowania do pracy: 20-60 sekund,</div>
		<div>
			- zasilanie: 2 baterie alkaliczne AA 1,5V,</div>
		<div>
			- zakres temperatur pracy: 0-40°C</div>
		<div>
			- wymiary: 114mm x 51mm x 18mm.</div>
		<div>
			 </div>
		<div>
			<strong>Zestaw zawiera:</strong></div>
		<div>
			- alkomat AlcoSafe S4 Black,</div>
		<div>
			- 2 baterie AA,</div>
		<div>
			- 5 ustników wielorazowych,</div>
		<div>
			- pokrowiec,</div>
		<div>
			- instrukcję obsługi.</div>
		<div>
			 </div>
		<div>
			Produkt posiada certyfikat CE.</div>
		<div>
			 </div>
		<div>
			<strong>Uwaga</strong>: dokładność testera może się obniżać w trakcie normalnego procesu użytkowania. Zgodnie z wytycznymi, w celu zapewnienia dokładnych wskazań, zalecane jest przeprowadzenia kalibracji urządzenia przynajmniej, co 6 miesięcy lub  po wykonaniu 400 pomiarów (w zależności, który warunek nastąpi wcześniej). Kalibracja wykonywana jest odpłatnie i może być przeprowadzona wyłącznie przez Autoryzowany Punkt Serwisowy.</div>
		<div>
			 </div>
	
			

		</div>","Alkomat, KARDIO-TEST AlcoSafe S4 Black",https://www.aptekagemini.pl/product/image/93266/1483377914apteka_internetowa_gemini_alkomat_kardio-test_alcosafe_s4_black.jpg,"Alkomat, KARDIO-TEST AlcoSafe S4 Black"
1,"Alkomat, KARDIO-TEST AlcoFind Elite",Sprzęt medyczny;alkomaty,304.99,HI TECH,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Alkomat, KARDIO-TEST AlcoFind Elite - opis produktu</h2>

			
		<div>
			Elektroniczny alkomat zapewnia dokładne i powtarzalne wyniki dla całego zakresu pomiarowego. Posiada kompaktowe wymiary oraz funkcję sygnalizacji rozładowanych baterii. W urządzeniu, jako komórka pomiarowa zastosowany został wysokiej klasy elektroniczny sensor, który reaguje tylko i wyłącznie na molekuły alkoholu. Dzięki takiemu rozwiązaniu nie ma możliwości zafałszowania wyniku pomiaru przez inne czynniki lub substancje. Alkomat polecany jest dla firm oraz użytkowników indywidualnych, którzy oczekują dokładnych i powtarzalnych pomiarów.</div>
		<div>
			 </div>
		<div>
			<strong>Specyfikacja produktu:</strong></div>
		<div>
			- wyświetlacz: 4 cyfrowy LCD, podświetlany,</div>
		<div>
			- zakres pomiarowy: 0,00-5,00 promila,</div>
		<div>
			- rozdzielczość pomiaru: 0,01 promila,</div>
		<div>
			- dokładność pomiaru: +/- 0,05 promila,</div>
		<div>
			- czas przygotowania do pracy (do pierwszego pomiaru): poniżej 15 sekund,</div>
		<div>
			- sensor: elektrochemiczne ogniwo,</div>
		<div>
			- zasilanie: 2 baterie alkaliczne AAA 1,5V,</div>
		<div>
			- trwałość baterii: około 1.000 pomiarów,</div>
		<div>
			- zalecane okresy kalibracji: co 12 miesięcy lub co 500 pomiarów (w zależności, który warunek wystąpi wcześniej),</div>
		<div>
			- wymiary: 47mm x 108mm x 17mm,</div>
		<div>
			- waga: 85g (łącznie z bateriami).</div>
		<div>
			 </div>
		<div>
			Produkt posiada certyfikat CE.</div>
		<div>
			 </div>
		<div>
			<strong>Zestaw zawiera:</strong></div>
		<div>
			- 2 x 1.5 V, baterie alkaliczne typ AAA</div>
		<div>
			- etui,</div>
		<div>
			- 6 ustników,</div>
		<div>
			- pokrowiec, </div>
		<div>
			- karta gwarancyjna.</div>
		<div>
			 </div>
		<div>
			<strong>Uwaga:</strong> dokładność testera może się obniżać w trakcie normalnego procesu użytkowania. Zgodnie z wytycznymi, w celu zapewnienia dokładnych wskazań, zalecane jest przeprowadzenia kalibracji urządzenia przynajmniej, co 12 miesięcy lub  po wykonaniu 500 pomiarów (w zależności, który warunek nastąpi wcześniej). Kalibracja wykonywana jest odpłatnie i może być przeprowadzona wyłącznie przez Autoryzowany Punkt Serwisowy.</div>
	
			

		</div>","Alkomat, KARDIO-TEST AlcoFind Elite",https://www.aptekagemini.pl/product/image/213590/apteka_internetowa_gemini_alkomat_kardio-test_alcofind_elite.jpg,"Alkomat, KARDIO-TEST AlcoFind Elite"
1,"A-Z Tape, taśma kinezjologiczna nr 10, Siniaki i obrzęki, 1 aplikacja",Sprzęt medyczny;akcesoria medyczne,11.99,A-Z MEDICA,300,<span>Wyrób medyczny inny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">A-Z Tape, taśma kinezjologiczna nr 10, Siniaki i obrzęki, 1 aplikacja - opis produktu</h2>

			
		<div>
			Gotowe do użycia paski taśmy kinezjologicznej przeznaczone do stosowania na siniaki i obrzęki. Opakowanie zawiera dwa paski w kształcie ""wachlarza"". Produkt został wykonany z tkaniny bawełnianej z 5% domieszką spandeksu. Dzięki falowemu utkaniu materiał przepuszcza powietrze i pozwala skórze oddychać. Hipoalergiczny i trwały klej akrylowy zapewnia taśmie długi czas przylegania do ciała (5 dni). Nie zawiera lateksu ani substancji lekowych. </div>
		<div>
			 </div>
		<div>
			<b>Zastosowanie</b>: lekko unosząc skórę, taśma A-Z Tape zwiększa przestrzeń między skórą właściwą a powięzią, co przyspiesza przepływ limfy i poprawia krążenie krwi. W efekcie szybciej redukowane są zastoje i obrzęki limfatyczne, krwiaki i siniaki.</div>
		<div>
			 </div>
		<div>
			<strong>Sposób użycia</strong>: bazę mocujemy ponad miejscem obrzęku lub siniakiem bez napinania naciągamy skórę w miejscu obrzęku; jeśli jest to na przykład kostka, to robimy to poprzez zmianę ustawienia stopy ramiona ""wachlarza"" naklejamy na posiniaczone lub obrzęknięte miejsce bez napinania, a jeśli nie da się naciągnąć skóry poprzez zmianę ustawienia stawu, napinamy plaster do 50% i tak naklejamy końcówki mocujemy bez napinania na rozluźnionej skórze. </div>
		<div>
			 </div>
		<div>
			Należy pamiętać, aby naklejać taśmę na skórę oczyszczoną i osuszoną, a tam gdzie to konieczne także wygoloną. Plastry naklejamy zgodnie z instrukcją, a po naklejeniu pocieramy je w celu aktywowania kleju. Taśmę nosimy maksymalnie przez 5 dni. Z naklejoną taśmą A-Z Tape możemy się kąpać, pamiętajmy jednak, aby dokładnie spłukać z niej mydło czy szampon.</div>
		<div>
			 </div>
		<div>
			<strong>Ważne wskażówki:</strong></div>
		<div>
			<div>
				Przechowywać w sposób niedostępny dla małych dzieci.</div>
			<div>
				 </div>
			<div>
				<strong>Dystrybutor:</strong></div>
			<div>
				<div>
					AMC PHARMA LIMITED Sp. z o.o. oddział w Polsce,</div>
				<div>
					ul. Na Zaspę 3/1,</div>
				<div>
					80-546 Gdańsk.</div>
			</div>
		</div>
		<div>
			 </div>
	
			

		</div>","A-Z Tape, taśma kinezjologiczna nr 10, Siniaki i obrzęki, 1 aplikacja",https://www.aptekagemini.pl/product/image/152164/apteka_internetowa_gemini_a-z_tape_ta-ma_kinezjologiczna_nr_10_siniaki_i_obrz-ki_1_aplikacja.jpg,"A-Z Tape, taśma kinezjologiczna nr 10, Siniaki i obrzęki, 1 aplikacja"
1,"Ostrza chirurgiczne, nr 10, Swann Morton, 100 sztuk",Sprzęt medyczny;inne,42.99,SWANN MORTON,300,<span>Wyrób medyczny inny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Ostrza chirurgiczne, nr 10, Swann Morton, 100 sztuk - opis produktu</h2>

			
		<div>
			Sterylne ostrza chirurgiczne ze stali węglowej nr 10.</div>
		<div>
			 </div>
		<div>
			<strong>Opakowanie zawiera: </strong>100 sztuk.</div>
		<div>
			 </div>
		<div>
			<strong>Producent:</strong></div>
		<div>
			Swann Morton,</div>
		<div>
			Sheffield S6 2BJ,</div>
		<div>
			England.</div>
	
			

		</div>","Ostrza chirurgiczne, nr 10, Swann Morton, 100 sztuk",https://www.aptekagemini.pl/product/image/252149/63859.jpg,"Ostrza chirurgiczne, nr 10, Swann Morton, 100 sztuk"
1,"Opaska silikonowa, Opaska życia, 1 sztuka",Sprzęt medyczny;inne,11.19,EL-COMP,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Opaska silikonowa, Opaska życia, 1 sztuka - opis produktu</h2>

			
		<p>
			Opaska silikonowa Opaska życia, na której można umieścić każdą istotną informację o stanie zdrowia lub inne dane dla służb ratunkowych.<br>
			<br>
			Pole opisowe (biały prostokąt widoczny po wewnętrznej stronie opaski) przeznaczone jest do nanoszenia indywidualnych informacji istotnych dla użytkownika opaski. Zaleca się użycie markera permanentnego ze wskazaniem na marker olejowy. W zależności od ilości tekstu, który ma być naniesiony, należy dobrać końcówki odpowiedniej grubości. Pozostawić marker do wyschnięcia przed nałożeniem opaski.<br>
			<br>
			<strong>Zakres regulacji obwodu:</strong> 23/19/15 cm.<br>
			<br>
			<strong>Dystrybutor:</strong><br>
			EL-COMP,<br>
			ul. Warszawska 11,<br>
			82-300 Elbląg.</p>
	
			

		</div>","Opaska silikonowa, Opaska życia, 1 sztuka",https://www.aptekagemini.pl/product/image/233443/apteka_internetowa_gemini_opaska_silikonowa_opaska_-ycia_1_sztuka.jpg,"Opaska silikonowa, Opaska życia, 1 sztuka"
1,"OstroVit, Fat Caliper, fałdomierz, 1 sztuka",Sprzęt medyczny;inne,4.49,OSTROVIT,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">OstroVit, Fat Caliper, fałdomierz, 1 sztuka - opis produktu</h2>

			
		<div>
			Fałdomierz służący do ręcznego, samodzielnego i precyzyjnego pomiaru tkanki tłuszczowej. W łatwy i prosty sposób można ocenić skuteczność swojej diety. Urządzenie pomaga precyzyjnie i wygodnie kontrolować aktualne postępy w redukcji tkanki tłuszczowej. Urządzenie jest wytrzymałe i bardzo proste w użyciu. Fałdomierz wyposażony jest w czytelną miarkę (0-7cm). Dołączona tabela pomaga określić procentowy udział tłuszczu w organizmie.</div>
		<div>
			 </div>
		<div>
			<div>
				Opakowanie zawiera:</div>
			<div>
				- fałdomierz,</div>
			<div>
				- tabelę pomiaru tkanki tłuszczowej.</div>
			<div>
				 </div>
			<div>
				<strong>Sposób użycia: </strong>pomiar powinien być wykonany 2,5cm nad prawą kością biodrową. Stojąc, mocno ściśnij fałdkę kciukiem i palcem wskazującym. Umieść szczypce fałdomierza na fałdce podtrzymując skórę lewą dłonią. Naciśnij ""press"" na fałdomierzu, tak aby strzałki z przyciski i fałdomierz nałożył się w jednej linii. Odczytaj jaki pomiar pokazuje przesuwna wskazówka. Powtórz 3 razy i z wyniku uzyskaj średnią pomiaru fałdki tłuszczowej. Spójrz do tabeli i zweryfikuj swój wynik.</div>
			<div>
				 </div>
		</div>
		<p>
			 </p>
	
			

		</div>","OstroVit, Fat Caliper, fałdomierz, 1 sztuka",https://www.aptekagemini.pl/product/image/217591/apteka_internetowa_gemini_ostrovit_fat_caliper_fa-domierz_1_sztuka.jpg,"OstroVit, Fat Caliper, fałdomierz, 1 sztuka"
1,"Monitor aktywności (krokomierz) Rossmax, PA-S20, 1 sztuka",Sprzęt medyczny;inne,44.79,STOP_NADCI,300,<span>Sprzęt medyczny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Monitor aktywności (krokomierz) Rossmax, PA-S20, 1 sztuka - opis produktu</h2>

			
		<p>
			Monitor aktywności Rossmax mierzy naszą aktywność fizyczną, pomaga w utrzymaniu zdrowego stylu życia oraz jest źródłem stałej motywacji do utrzymania prawidłowej kondycji i wagi ciała. Urządzenie korzysta z trójwymiarowej osi współrzędnych do określenia oraz kalkulacji aktywności fizycznej. Jest łatwy w obsłudze i poręczny w codziennym użytkowaniu.<br>
			<br>
			<strong>Cechy produktu:</strong><br>
			- liczy liczbę kroków,<br>
			- liczy przemierzoną odległość,<br>
			- liczy spalone kalorie,<br>
			- technologia 3 osiowa (X,Y,Z).<br>
			<br>
			<strong>Specyfikacja produktu:</strong><br>
			- zakres pomiarów:<br>
			  kroki: 0-99.999 kroków,<br>
			  kalorie: 0-99.999 kalorie,<br>
			  dystans: 0,0-999,9km<br>
			- dokładność pomiaru: +/- 5%,<br>
			- środowisko pracy: temperatura: -10-40C; wilgotność: 30-85% RH,<br>
			- rozmiary: 77,4 x 36 x 11,4mm (dł. x szer. x wys.),<br>
			- waga: 27,5g (z baterią)<br>
			- zasilanie: 1 bateria litowa 3V, CR2032,<br>
			- żywotność baterii: ok. 6 miesięcy (w przepadku używania ok. 2 godzin dziennie, po około 10.000 dziennie).</p>
		<p>
			Gwarancja: 2 lata.<br>
			<br>
			<strong>Zestaw zawiera:</strong><br>
			- monitor aktywności Rossmax PA-S20,<br>
			- instrukcja w języku polskim,<br>
			- baterię zamontowaną w urządzeniu-CR2032,<br>
			- smycz,</p>
		<p>
			 </p>
	
			

		</div>","Monitor aktywności (krokomierz) Rossmax, PA-S20, 1 sztuka",https://www.aptekagemini.pl/product/image/111746/1518528418apteka_internetowa_gemini_monitor_aktywno-ci_-krokomierz-_rossmax_pa-s20.jpg,"Monitor aktywności (krokomierz) Rossmax, PA-S20, 1 sztuka"
1,"Kieliszek do podawania leków, 1 sztuka",Sprzęt medyczny;inne,0.49,MARGOMED LUBLIN,300,<span>Sprzęt medyczny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Kieliszek do podawania leków, 1 sztuka - opis produktu</h2>

			
<div>Kieliszek przeznaczony do podawania leków w postaci płynnej, jak i w drażetkach, o pojemności 25ml. Kieliszek ma skalę służącą do dawkowania medykamentów.</div>
<div>Tolerancja pomiarowa wynosi 1 ml.</div>
<div> </div>
<div><strong>Producent:</strong></div>
<div>Margomed,</div>
<div>Al.W. Witosa 38,</div>
<div>20-314 Lublin.</div>
			

		</div>","Kieliszek do podawania leków, 1 sztuka",https://www.aptekagemini.pl/product/image/233056/1515485031apteka_internetowa_gemini_kieliszek_do_podawania_lek-w_1_sztuka.jpg,"Kieliszek do podawania leków, 1 sztuka"
1,"Glukometr, Accu-Chek Performa, 1 sztuka",Sprzęt medyczny;glukometry,144.59,ROCHE REGISTRATION,300,<span>Wyrób medyczny inny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Glukometr, Accu-Chek Performa, 1 sztuka - opis produktu</h2>

			
		<p>
			Glukometr jest łatwy w użyciu. Nie wymaga kodowania. Umożliwia wykonywanie dokładnego pomiaru. Posiada duży, czytelny ekran oraz duże, łatwe w użyciu testy paskowe, które szybko zasysają kroplę krwi. Dokonuje pomiaru w zalewnie 5 sekund. Do pomiaru potrzebuje małą próbkę krwi.<br>
			<br>
			<strong>Specyfikacja produktu:</strong><br>
			- wyświetlacz: duży ekran LCD,<br>
			- czas pomiaru: około 5 sekund,<br>
			- wielkość kropli krwi: 0,6µL,<br>
			- ostrzeżenie o za małej kropli krwi: TAK,<br>
			- zakres pomiaru: 10mg/dL-600mg/dL,<br>
			- typ próbki krwi: kapilarna, żylna, tętnicza i noworodka,<br>
			- możliwość pomiaru z alternatywnych miejsc (AST): TAK,<br>
			- zakres hematokrytu: 10 to 65%,<br>
			- zasilanie: 1 bateria, typ CR 2032,<br>
			- zużycie baterii: około 1.000 pomiarów,<br>
			- pomiar powinien być wykonywany przy temperaturze powietrza: od +8°C do 44°C,<br>
			- glukometr powinien być przechowywany w miejscu, gdzie temperatura powietrza wynosi: od -25°C do 70°C,<br>
			- maksymalna wysokość, na której glukometr funkcjonuje: 3094m n.p.m.,<br>
			- pojemność pamięci: 500 wyników z datą i godziną oraz 20 wyników badań kontrolnych,<br>
			- przesyłanie danych do komputera: za pomocą portu podczerwieni oraz urządzenia Accu-Chek Smart Pix (dostępne oddzielnie),<br>
			- zasada pomiaru: pomiar elektrochemiczny,<br>
			- obliczanie średnich wyników: z 7, 14, 30 i 90 dni,<br>
			- stabilność testów paskowych: 18 miesięcy od daty produkcji;testy paskowe pozostają stabilne co najmniej do upłynięcia daty przydatności podanej na fiolce. WAŻNE! fiolka z testami paskowymi musi być dokładnie zamykana za każdym razem od razu po wyjęciu testu paskowego<br>
			- wymiary: 94 x 52 x 21mm,<br>
			- waga: 59g z baterią.<br>
			<br>
			<strong>Opakowanie zawiera:</strong><br>
			- glukometr Accu Check Performa,<br>
			- testy paskowe Accu-Chek Performa,<br>
			- nakłuwacz Accu-Chek FastClix,<br>
			- lancety Accu-Chek FastClix,<br>
			- etui,<br>
			- instrukcja obsługi.<br>
			<br>
			Spełnia surowe wymagania dotyczące dokładności pomiaru określone normą ISO 15197:2013 oraz zaleceniami Polskiego Towarzystwa Diabetologicznego 2014.1.</p>
	
			

		</div>","Glukometr, Accu-Chek Performa, 1 sztuka",https://www.aptekagemini.pl/product/image/120144/1516869308apteka_internetowa_gemini_glukometr_accu-chek_performa_1_sztuka.jpg,"Glukometr, Accu-Chek Performa, 1 sztuka"
1,"Ciśnieniomierz AND UA-651, automatyczny, naramienny + zasilacz",Sprzęt medyczny;ciśnieniomierze,114.79,DIAGNOSIS,300,<span>Wyrób medyczny inny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Ciśnieniomierz AND UA-651, automatyczny, naramienny + zasilacz - opis produktu</h2>

			
		<div>
			Ciśnieniomierz UA-611/UA 651 pozwala na pomiar ciśnienia krwi oraz tętna nawet wtedy, gdy tętno jest nieregularne.</div>
		<div>
			 </div>
		<div>
			<strong>Cechy produktu:</strong></div>
		<div>
			- klinicznie sprawdzony algorytm pomiarowy;</div>
		<div>
			- czytelny 3-liniowy wyświetlacz;</div>
		<div>
			- pomiar dokonywany jednym przyciskiem;</div>
		<div>
			- pamięć ostatnich 30 pomiarów;</div>
		<div>
			- komfortowy mankiet Slimfot M (22-32cm), opcjonalnie L (31-45cm);</div>
		<div>
			- możliwość pracy z zasilaczem sieciowym.</div>
		<div>
			 </div>
		<div>
			<strong>Specyfikacja techniczna:</strong></div>
		<div>
			- metoda pomiaru: pomiar oscylometryczny;</div>
		<div>
			- zakres pomiaru: ciśnienie 0-299mmHg, ciśnienie skurczowe 60-279mmHg, ciśnienie rozkurczowe 40-200mmHg, tętno 40-180 uderzeń/minutę;</div>
		<div>
			- zasilanie: baterie 4x1,5V (R6P, LR6, AA);</div>
		<div>
			- tryb pracy: ciągły;</div>
		<div>
			- wymiary: 96x68x130cm;</div>
		<div>
			- mankiet: typ BF;</div>
		<div>
			 </div>
		<div>
			<strong>Gwarancja: </strong>3 lata.</div>
		<div>
			 </div>
		<div>
			<strong>Zestaw zawiera:</strong></div>
		<div>
			- zasilacz;</div>
		<div>
			- ciśnieniomierz;</div>
		<div>
			- mankiet;</div>
		<div>
			- baterie AA.</div>
	
			

		</div>","Ciśnieniomierz AND UA-651, automatyczny, naramienny + zasilacz",https://www.aptekagemini.pl/product/image/225543/1511249708apteka_internetowa_gemini_ci-nieniomierz_and_ua-651_automatyczny_naramienny__zasilacz.jpg,"Ciśnieniomierz AND UA-651, automatyczny, naramienny + zasilacz"
1,"Acesan 30mg, 63 tabletki",Bez recepty;układ krążenia,7.59,SUN-FARM,300,<span>Lek</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Acesan 30mg, 63 tabletki - opis produktu</h2>

			
		<div>
			<strong>Wskazania:</strong> zapobieganie zawałowi mięśnia sercowego, powikłaniom zatorowo-zakrzepowym po interwencjach na naczyniach, zapobieganie udarowi mózgu, powikłaniom zatorowo-zakrzepowym po świeżym zawale mięśnia sercowego, dławica piersiowa.</div>
		<div>
			 </div>
		<div>
			<strong>Skład: </strong>1 tabletka zawiera: 30mg kwasu acetylosalicylowego oraz substancje pomocnicze: celuloza mikrokrystaliczna, karboksymetyloskrobia sodowa (typ A), kwas stearynowy, żółcień chinolowa, lak (E104).</div>
		<div>
			 </div>
		<div>
			<strong>Działanie: </strong>hamujące zdolność płytek krwi do agregacji i tworzenia zakrzepów.</div>
		<div>
			 </div>
		<div>
			<strong>Dawkowanie: </strong>o doborze dawki jednostkowej 30mg, 50mg lub 75mg decyduje lekarz na podstawie wywiadu. Tabletki należy przyjmować doustnie, najlepiej w trakcie posiłku, z dużą ilością płynu.</div>
		<div>
			 </div>
		<div>
			<strong>Przeciwwskazania: </strong>w przypadku nadwrażliwości (uczulenia) na substancję czynną - kwas acetylosalicylowy, inne salicylany lub jakikolwiek składnik leku, u pacjentów ze skazą krwotoczną, u pacjentów z czynną chorobą wrzodową żołądka i (lub) dwunastnicy, u pacjentów z ciężką niewydolnością wątroby, u pacjentów z ciężką niewydolnością nerek, u pacjentów z ciężką niewydolnością serca, u pacjentów z napadami astmy oskrzelowej w wywiadzie, wywołanymi podaniem salicylanów lub substancji o podobnym działaniu, szczególnie niesteroidowych leków przeciwzapalnych,jednocześnie z metotreksatem w dawkach 15 mg na tydzień lub większych, w ostatnim trymestrze ciąży, u dzieci w wieku do 12 lat w przebiegu infekcji wirusowych ze względu na ryzyko wystąpienia zespołu Reye’a – rzadkiej, ale ciężkiej choroby powodującej uszkodzenie wątroby i mózgu.</div>
	
			

		</div>","Acesan 30mg, 63 tabletki",https://www.aptekagemini.pl/product/image/151769/1516198829apteka_internetowa_gemini_acesan_30mg_63_tabletek.jpg,"Acesan 30mg, 63 tabletki"
1,"Flexus Hydrolizat, na stawy, 500ml","Bez recepty;stawy, mięśnie, kości",49.98,VALENTIS,300,<span>Suplement diety</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title""> Flexus Hydrolizat, na stawy, 500ml - opis produktu</h2>

			<p>Suplement diety zawiera w swoim składzie witaminę C, która pomaga w prawidłowej produkcji kolagenu w celu zapewnienia prawidłowego funkcjonowania kości i chrząstki. Magnez pomaga w prawidłowym funkcjonowaniu mięśni i w utrzymaniu zdrowych kości. Zawiera cukier i substancję.</p>
<p><strong>Zastosowanie:</strong> suplementacja diety w składniki aktywne.</p>
<p><strong>Zalecane spożycie:</strong> 30ml dziennie, bezpośrednio lub po rozcieńczeniu w 1/2 szklanki wody.</p>
<p><strong>Składniki:</strong> woda oczyszczona, hydrolizowany kolagen, stabilizator – glicerol, fruktoza*, koncentrat soku z cytryny, cytrynian magnezu (magnez), kwas L-askorbinowy (witamina C), substancja konserwująca – sorbinian potasu i benzoesan sodu, aromat, substancja słodząca – glikozydy stewiolowe.</p>
<p>1 porcja zawiera (30 ml): hydrolizowany kolagen 10g, magnez 60mg, witamina C 80mg. Dzienna dawka zawiera 1 g fruktozy.</p>
<p><strong>Ważne wskazówki:</strong><br>Nie należy przekraczać zalecanej dziennej porcji.<br>Zrównoważony sposób żywienia i prawidłowy tryb życia jest ważny dla funkcjonowania organizmu człowieka.<br>Suplement diety nie może być stosowany jako substytut (zamiennik) zróżnicowanej diety.<br>Przechowywać w chłodnym i suchym miejscu.<br>Przechowywać w sposób niedostępny dla małych dzieci.</p>
<p><strong>Wytwórca:</strong><br>Valentis AG,<br>CH-6982 Agno – Lugano, Szwajcaria.</p>
<p><strong>Importer:</strong><br>Valentis Polska Spółka z o.o.,<br>ul. Krakowiaków 50,<br>02-255 Warszawa, Polska.</p>
			

		</div>","Flexus Hydrolizat, na stawy, 500ml",https://www.aptekagemini.pl/product/image/256774/0071502.jpg,"Flexus Hydrolizat, na stawy, 500ml"
1,"ACC Optima Active 600mg, proszek doustny, 10 saszetek",Bez recepty;przeziębienie i grypa,11.89,SANDOZ OTC,300,<span>Lek</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">ACC Optima Active 600mg, proszek doustny, 10 saszetek - opis produktu</h2>

			
		<div>
			<strong>Wskazania:</strong> lek ACC Optima Active stosuje się w celu rozrzedzenia śluzu i ułatwienia jego odkrztuszania u pacjentów z chorobami dróg oddechowych, którym towarzyszy powstawanie gęstej wydzieliny. Lek należy stosować tylko u osób dorosłych.</div>
		<div>
			 </div>
		<div>
			<strong>Skład:</strong> jedna saszetka zawiera: substancję czynną: 600mg acetylocysteiny oraz substancje pomocnicze:  tripalmitynian glicerolu, polisorbat 65, sorbitol (E 420), ksylitol (E 967), kwas cytrynowy bezwodny, sodu diwodorocytrynian, magnezu cytrynian, karmelozasodowa, aspartam (E 951), talk, aromat jeżynowy „Blackberry B” (zawiera wanilinę, maltodekstrynę, glukonolakton, sorbitol, krzemionkę koloidalną bezwodną, mannitol (E421), magnezu węglan), magnezu stearynian.</div>
		<div>
			 </div>
		<div>
			<strong>Działanie:</strong> lek ACC Optima Active zawiera substancję czynną acetylocysteinę, która upłynnia lepką wydzielinę w drogach oddechowych.</div>
		<div>
			 </div>
		<div>
			<strong>Dawkowanie:</strong> jeśli lekarz nie zalecił inaczej, zalecana dawka to1 saszetka raz na dobę. Proszek doustny zawarty w jednej saszetce leku ACC Optima Active należy wysypać bezpośrednio na język. Proszek pobudza wydzielanie śliny, więc można go łatwo połknąć. Uwaga: proszku doustnego nie należy żuć przed połknięciem. Popijanie proszku wodą nie jest konieczne. Pacjenci z osłabionym odruchem kaszlowym (pacjenci w podeszłym wieku i pacjenci osłabieni) powinni przyjmować lek najlepiej rano.</div>
		<div>
			 </div>
		<div>
			<strong>Przeciwwskazania: </strong>uczulenie na którykolwiek ze składników leku, nie stosować u dzieci w wieku poniżej 2 lat; zmiany skórne, astma oskrzelowa, choroba wrzodowa żołądka lub jelit, uczulenie na histaminę, nietolerancja fruktozy, fenyloketonuria, problemy z odkrztuszaniem wydzieliny, niewydolność wątroby lub nerek, ciąża, laktacja.</div>
	
			

		</div>","ACC Optima Active 600mg, proszek doustny, 10 saszetek",https://www.aptekagemini.pl/product/image/237287/1521052246apteka_internetowa_gemini_acc_optima_active_600mg_proszek_doustny_10_saszetek.jpg,"ACC Optima Active 600mg, proszek doustny, 10 saszetek"
